"","Name","Ratings","Language","Year","Num_of_episodes","Genre","Duration","Network","Director","Screenwriter","Top_cast"
"https://mydramalist.com//12647-angry-mom","Angry Mom","8.3","Korean",2015,16,"Comedy,School,Drama,Melodrama","Duration: 1 hr. 10 min.","Netflix,Viki,Kocowa","Ashbun","Kim Ban Di","Kim Hee Sun,Ji Hyun Woo,Kim Yoo Jung,Kim Ji Soo,Baro,Kim Tae Hoon"
"https://mydramalist.com//14-bloody-monday","Bloody Monday","8.3","Japanese",2008,11,"Action,Thriller,Mystery","Duration: 58 min.","","Hatano Takafumi,Hirano Shunichi","","Miura Haruma,Narimiya Hiroki,Kichise Michiko,Satoh Takeru,Matsushige Yutaka,Tokunaga Eri"
"https://mydramalist.com//22409-the-guardians","The Guardians","8.3","Korean",2017,32,"Action,Thriller,Mystery,Law,Crime","Duration: 35 min.","Netflix,Viki,Kocowa","Kim Soo Eun","Song Hyung Suk,Park Seung Woo","Lee Si Young,Kim Young Kwang,Kim Tae Hoon,Kim Seul Gi,Key,Choi Moo Sung"
"https://mydramalist.com//28078-praise-of-death","The Hymn of Death","8.3","Korean",2018,6,"Music,Historical,Romance,Melodrama","Duration: 35 min.","Netflix","Jo Soo Jin","Park Soo Jin","Lee Jong Suk,Shin Hye Sun,Park Seon Im,Lee Ji Hoon,Han Eun Seo,Kim Kang Hyun"
"https://mydramalist.com//26160-todome-no-kiss","Todome no Kiss","8.3","Japanese",2018,10,"Thriller,Mystery,Romance,Supernatural","Duration: 50 min.","","Sugawara Shintaro,Akashi Hiroto","","Yamazaki Kento,Kadowaki Mugi,Mackenyu,Araki Yuko,Sano Hayato,Shison Jun"
"https://mydramalist.com//27703-terius-behind-me","Terius Behind Me","8.3","Korean",2018,32,"Action,Mystery,Comedy,Romance","Duration: 35 min.","Netflix,Viki,iWant TFC,Kocowa","Park Sang Hoon","Oh Ji Young","So Ji Sub,Jung In Sun,Son Ho Jun,Im Se Mi,Kim Gun Woo,Ok Ye Rin"
"https://mydramalist.com//30874-voice-3","Voice 3: City of Accomplices","8.3","Korean",2019,16,"Thriller,Mystery,Psychological,Crime","Duration: 60 min.","Prime Video","Nam Ki Hoon","","Lee  Ha Na ,Lee Jin Wook,Son Eun Seo,Kim Woo Seok,Kim Joong Ki,Song Boo Geon"
"https://mydramalist.com//36297-hyena","Hyena","8.3","Korean",2020,16,"Mystery,Comedy,Law,Romance","Duration: 60 min.","Netflix","Kim Roo Ri","Jang Tae Yoo","Joo Ji Hoon,Kim Hye Soo,Lee Kyung Young,Kim Ho Jung,Song Young Kyu,Jun Suk Ho"
"https://mydramalist.com//31904-confession","Confession","8.3","Korean",2019,16,"Thriller,Mystery,Law,Drama","Duration: 60 min.","","Im Hee Chul","Kim Chul Gyu,Yoon Hyun Gi","Lee Jun Ho,Shin Hyun Bin,Yoo Jae Myung,Nam Ki Ae,Yoon Gyung Ho,Ryu Kyung Soo"
"https://mydramalist.com//30817-touch-your-heart","Touch Your Heart","8.3","Korean",2019,16,"Comedy,Law,Romance,Drama","Duration: 1 hr. 10 min.","Netflix,WeTV,Viki,iWant TFC,K-DRAMA","Choi Bo Rim,Lee Myung Sook","Park Joon Hwa","Lee Dong Wook,Yoo In Na,Lee Sang Woo,Son Sung Yoon,Oh Jung Se,Shim Hyung Tak"
"https://mydramalist.com//61135-don-t-think-of-interrupting-my-studies","Don't Disturb My Study","8.3","Chinese",2021,24,"Friendship,Comedy,Romance,School","Duration: 45 min.","MGTV Drama Channel,MGTV","Friendship,Comedy,Romance,School","Chen Fei Hong","Landy Li,Lai Kuan Lin,Wang Run Ze,Bai Yu Fei,Chen Shu Jun,Zhang Chen"
"https://mydramalist.com//11051-n-no-tame-ni","N no Tame ni","8.3","Japanese",2014,10,"Friendship,Mystery,Romance","Duration: 45 min.","","Okudera Satoko","Tsukahara Ayuko,Anami Akihiro,Yamamoto Takeyoshi","Eikura Nana,Kubota Masataka,Kaku Kento,Koide Keisuke,Konishi Manami,Tokui Yoshimi"
"https://mydramalist.com//53735-we-started-dating-from-marriage","Begin Again","8.3","Chinese",2020,35,"Business,Comedy,Romance","Duration: 45 min.","MGTV Drama Channel,MGTV","Xu Chi","","Zhou Yu Tong,Gong Jun,Garvey Jin,Wu Man Si,Li Si Qi,Liu Wei Long"
"https://mydramalist.com//22187-the-boy-next-door","The Boy Next Door","8.3","Korean",2017,15,"Friendship,Comedy,Romance,Youth","Duration: 6 min.","Dingo K-Drama","Friendship,Comedy,Romance,Youth","Choi Woo Joo","Choi  Woo Shik,Jang Ki Yong,Jang Hee Ryung,Yoon Jung Il,Lee Byung Joon,Jang Yoo Sang"
"https://mydramalist.com//33194-watcher","WATCHER","8.3","Korean",2019,16,"Thriller,Mystery,Drama,Political","Duration: 1 hr. 5 min.","Viki","Han Sang Woon","Ahn Gil Ho","Seo Kang Joon,Han Seok Kyu,Kim Hyun Joo,Park Joo Hee,Heo Sung Tae,Joo Jin Mo"
"https://mydramalist.com//11133-liar-game-2014","Liar Game","8.3","Korean",2014,12,"Thriller,Mystery,Psychological,Drama","Duration: 1 hr. 3 min.","","Kim Hong Seon","","Lee Sang Yoon,Kim So Eun,Shin Sung Rok,Cha Soo Yeon,Choi Jin Ho,Choi Yoon So"
"https://mydramalist.com//29154-good-doctor","Good Doctor","8.3","Japanese",2018,10,"Friendship,Life,Drama,Medical","Duration: 46 min.","Wavve","Kanai Hiro,Aizawa Hideyuki","","Yamazaki Kento,Ueno Juri,Fujiki Naohito,Totsugi Shigeyuki,Ikeoka Ryosuke,Asaka Kodai"
"https://mydramalist.com//22602-suspicious-partner","Suspicious Partner","8.3","Korean",2017,40,"Thriller,Comedy,Law,Romance","Duration: 30 min.","Netflix,WeTV,Viki,SBS World,Apple TV,Kocowa","Park Seon Ho","Kwon Ki Young","Ji Chang Wook,Nam Ji Hyun,Choi  Tae Joon,Kwon Na Ra,Dong Ha,Kim Ye Won"
"https://mydramalist.com//31880-he-s-coming-to-me","He's Coming to Me","8.3","Thai",2019,8,"Mystery,Comedy,Romance,Supernatural","Duration: 1 hr. 15 min.","GMMTV,iWant TFC","Title Nirattisai Ratphithak","Backaof  Noppharnach Chaiwimol","Singto Prachaya Ruangroj,Ohm Pawat Chittsawangdee,Chimon Wachirawit Ruangwiwat,Sing Harit Cheewagaroon,Gigie Chanunphat Kamolkiriluck,Ampere Suttatip Wutchaipradit"
"https://mydramalist.com//27441-lawless-attorney","Lawless Lawyer","8.3","Korean",2018,16,"Action,Thriller,Law,Romance","Duration: 60 min.","Netflix,Viki,Apple TV","Yoon Hyun Ho","Kim Jin Min","Lee Joon Gi,Seo Yea Ji,Lee Hye Young,Choi Min Soo,Lee Ro Woon,Lee Dae Yeon"
"https://mydramalist.com//31998-novoland-pearl-eclipse","Novoland: Pearl Eclipse","8.3","Chinese",2021,48,"Historical,Romance,Wuxia,Fantasy","Duration: 45 min.","WeTV,TencentVideo,TencentVideo","Lin Yu Fen,Jin Sha","","Yang Mi,William Chan,Xu Kai Cheng,Chen Xiao Yun,Wang Sen,Yuan Yu Xuan"
"https://mydramalist.com//683675-immortal","Bulgasal: Immortal Souls","8.3","Korean",2021,16,"Thriller,Mystery,Drama,Fantasy","Duration: 1 hr. 15 min.","Netflix,TVING","Jang Young Woo","Seo Jae Won,Kwon So Ra","Lee Jin Wook,Kwon Na Ra,Lee Joon,Gong Seung Yeon,Jung Jin Young,Kim Woo Seok"
"https://mydramalist.com//24115-99.9-keiji-senmon-bengoshi-season-ii","99.9: Keiji Senmon Bengoshi - Season II","8.3","Japanese",2018,9,"Mystery,Comedy,Law","Duration: 60 min.","","Uda Manabu","","Matsumoto Jun,Kagawa Teruyuki ,Kimura Fumino,Katagiri Jin,Kishibe Ittoku,Magy"
"https://mydramalist.com//49763-who-are-you","Who Are You","8.3","Thai",2020,18,"Mystery,Romance,Youth,Drama","Duration: 60 min.","GMMTV","Fon Kanittha Kwunyoo","","Namtan Tipnaree Weerawatnodom,Krist Perawat Sangpotirat,Kay Lertsittichai,Jan Ployshompoo Supasap,Jamie Juthapich Indrajundra,Ciize Apichaya Saejung"
"https://mydramalist.com//288-49-days-2011","49 Days","8.3","Korean",2011,20,"Romance,Drama,Melodrama,Supernatural","Duration: 1 hr. 10 min.","Netflix,SBS World","Jo Young Kwang,Park Yong Soon","","Lee Yo Won,Nam Gyu Ri,Jung Il Woo,Jo Hyun Jae,Bae Soo Bin,Seo Ji Hye"
"https://mydramalist.com//49743-the-gifted-graduation","The Gifted: Graduation","8.3","Thai",2020,13,"Thriller,Mystery,School,Supernatural","Duration: 55 min.","WeTV,GMMTV,LINE TV","Waasuthep Ketpetch","","Nanon Korapat Kirdpan,Chimon Wachirawit Ruangwiwat,Sing Harit Cheewagaroon,Gun Atthaphan Phunsawat,Jane Ramida Jiranorraphat,Fiat Pattadon Janngeon"
"https://mydramalist.com//46661-further-investigation","Team Bulldog: Off-duty Investigation","8.3","Korean",2020,12,"Action,Mystery,Comedy,Drama","Duration: 1 hr. 10 min.","Viki","Lee Yoo Jin,Jung Yoon Sun","Kang Hyo Jin","Cha Tae Hyun,Lee Sun Bin,Jung Sang Hoon,Yoon Gyung Ho,Ji Seung Hyun,Im Chul Hyung"
"https://mydramalist.com//33670-living-two-lives-anyway","Welcome 2 Life","8.3","Korean",2019,32,"Comedy,Law,Romance,Fantasy","Duration: 35 min.","Apple TV","Yoo Hee Kyung","Kim Keun Hong,Shim So Yeon","Rain,Im Ji Yeon,Kwak Shi Yang,Seo Hye Rin,Park Yoon Young,Son Byung Ho"
"https://mydramalist.com//36109-ancient-detective","Ancient Detective","8.3","Chinese",2020,24,"Historical,Mystery,Romance,Wuxia","Duration: 45 min.","Viki,YOUKU (<U+4F18><U+9177>),YOUKU,SMG<U+5C1A><U+4E16><U+4E94><U+5CB8><U+68A6><U+60F3><U+5267><U+573A>","Wu You,Pang San Jing","Ma Yi Heng","Tim Yu,Wang Yan Yang,Rachel Wang,Miranda Ma,Du Ya Fei,Wang Xing Wei"
"https://mydramalist.com//33795-wait-my-youth","Wait, My Youth","8.3","Chinese",2019,24,"Friendship,Romance,Life,School,Youth","Duration: 45 min.","Netflix,Idol & Romance,Fresh Drama","Friendship,Romance,Life,School,Youth","Shen Qin Yuan","Li Jia Qi,Zhao Yi Qin,Li Ge Yang,Wu Shuang Yi,Stephanie Xu,Leo Dong"
"https://mydramalist.com//34188-love-playlist-season-4","Love Playlist: Season 4","8.3","Korean",2019,16,"Romance,School,Youth,Drama","Duration: 20 min.","WeTV,PlayList Global","Lee Seul,Choi Yo Ji","","Lee Yoo Jin,Park Jung Woo,Park Shi An,Bae Hyun Sung,Kim Sae Ron,Kim Hyung Suk"
"https://mydramalist.com//1340-jin-2","JIN 2","8.3","Japanese",2011,11,"Historical,Sci-Fi,Medical","Duration: 54 min.","","Yamamuro Daisuke,Sakuma Yu","","Osawa Takao,Ayase Haruka,Koide Keisuke,Aso Yumi,Uchino Seiyou,Nakatani Miki"
"https://mydramalist.com//12885-missing-noir-m","Missing Noir M","8.3","Korean",2015,10,"Thriller,Mystery,Drama","Duration: 1 hr. 10 min.","","Lee Seung Young","Lee Yoo Jin","Kim Kang Woo,Park Hee Soon ,Jo Bo Ah,Kim  Gyu Chul,Park So Hyun,Oh Soon Tae"
"https://mydramalist.com//51177-amanza","Amanza","8.3","Korean",2020,9,"Life,Family,Fantasy,Melodrama","Duration: 15 min.","Kakao TV","Han Ji Won","Kim Dong Ha","Kim Ji Soo,Lee Seol,Oh Hyun Kyung,Yoo Seung Mok,Lee Jong Won,Shin Joo Hwan"
"https://mydramalist.com//1923-princess-pearl","Princess Pearl","8.3","Chinese",1998,24,"Historical,Comedy,Romance","Duration: 40 min.","Viki,<U+71B1><U+9EDE><U+5287><U+5834>Hotspot!","Historical,Comedy,Romance","","Zhao Wei,Ruby Lin,Fan Bing Bing,Alec Su,Zhou Jie,Zhang Tie Lin"
"https://mydramalist.com//3570-a-gentlemans-dignity","A Gentleman's Dignity","8.3","Korean",2012,20,"Comedy,Romance,Drama,Melodrama","Duration: 1 hr. 5 min.","Viki,Kocowa","Kim Eun Sook","","Jang Dong Gun,Kim Ha Neul,Kim Soo Ro,Kim Min Jong,Lee Jong Hyuk,Yoon Se Ah"
"https://mydramalist.com//16220-five-enough","Five Enough","8.3","Korean",2016,54,"Comedy,Romance,Drama,Family,Melodrama","Duration: 1 hr. 10 min.","Viki,Prime Video,KBS World,Kocowa","Kim Jung Gyu","Jung Hyun Jung","Ahn Jae Wook,So Yoo Jin,Sung Hoon,Shin Hye Sun,Shim Hyung Tak,Shim Yi Young"
"https://mydramalist.com//32-nodame-cantabile","Nodame Cantabile","8.3","Japanese",2006,11,"Music,Comedy,Romance","Content Rating: G - All Ages","AsianCrush","Takeuchi Hideki,Kawamura Taisuke,Tanimura Masaki","","Ueno Juri,Tamaki Hiroshi,Nagayama Eita,Mizukawa Asami,Koide Keisuke,Uehara  Misa"
"https://mydramalist.com//3993-ghost-2012","Ghost","8.3","Korean",2012,20,"Thriller,Mystery","Duration: 1 hr. 5 min.","Viki,SBS World,Kocowa","Kim Hyung Shik,Park Shin Woo","Kim Eun Hee","So Ji Sub,Lee Yun Hee,Kwak Do Won,Uhm Ki Joon,Lee Won Keun,Yoon  Ji Hye"
"https://mydramalist.com//19464-princess-agents","Princess Agents","8.3","Chinese",2017,67,"Action,Historical,Romance,Wuxia","Duration: 45 min.","Viki,China Zone,China Zone - English","Chen Lan,Yang Tao","Ng Gam Yuen,Li Cai,Chen Wen Yong","Zhao Li Ying,Lin Geng Xin,Shawn Dou,Li Qin,Deng Lun,Wang Yan Lin"
"https://mydramalist.com//15062-oh-my-venus","Oh My Venus","8.3","Korean",2015,16,"Comedy,Law,Romance,Life","Duration: 60 min.","Netflix,WeTV,Viki,Hulu,iflix,Apple TV,Kocowa","Kim Eun Ji","","So Ji Sub,Shin Min Ah,Jung Gyu Woon,Yoo In Young,Sung Hoon,Henry Lau"
"https://mydramalist.com//69463-30sai-made-doteida-to-mahotsukai-ni-narerurashi","30-sai made Dotei Da to Mahotsukai ni Nareru rashii","8.3","Japanese",2020,12,"Friendship,Comedy,Romance,Supernatural","Duration: 24 min.","WeTV,Crunchyroll,TVer","Yuasa Hiroaki,Kazama Hiroki","","Akaso Eiji,Machida Keita,Asaka Kodai,Goto Yutaro,Kusakawa Takuya,Sato Ryo"
"https://mydramalist.com//92-maou","Maou","8.3","Japanese",2008,11,"Thriller,Mystery,Drama,Supernatural","Duration: 54 min.","","Maekawa Yoichi,Nishida Masafumi","","Ohno Satoshi,Ikuta Toma,Konno Hiroki,Tanaka Kei,Oshinari Shugo,Waki Tomohiro"
"https://mydramalist.com//61173-gameboys","Gameboys","8.3","Filipino",2020,13,"Friendship,Comedy,Romance,Youth","Content Rating: 13+ - Teens 13 or older","Netflix,The IdeaFirst Company","Ivan Andrew Payawal","","Kokoy de Santos,Elijah Canlas,Adrianna So,Jerom Canlas,Kyle Velino,Sue Prado"
"https://mydramalist.com//14086-d-day","D-Day","8.3","Korean",2015,20,"Romance,Drama,Medical","Duration: 1 hr. 5 min.","Viki","Jang Yong Woo","Hwang Eun Kyung","Kim Young Kwang,Jung So Min,Ha Seok Jin,Lee Kyung Young,Kim Hye Eun,Yoon Joo Hee"
"https://mydramalist.com//59-they-kiss-again","They Kiss Again","8.3","Taiwanese",2007,20,"Comedy,Romance,Life,Medical","Content Rating: 13+ - Teens 13 or older","","Chu Yu Ning","","Joe Cheng,Ariel Lin,Aaron Yan,Bernice Tsai,Summer Meng,Lier Lin"
"https://mydramalist.com//22170-fights-break-sphere","Fights Break Sphere: Season 1","8.3","Chinese",2018,45,"Historical,Romance,Wuxia,Fantasy","Duration: 45 min.","Viki,MZTV,ARTOP MEDIA","Yu Rong Guang,Kang Je Gyu","","Leo Wu,Jelly Lin,Baron Chen,Xin Zhi Lei,Li Qin,Jason Gu"
"https://mydramalist.com//42045-blue-moon","XX","8.3","Korean",2020,10,"Business,Romance,Life,Drama","Duration: 25 min.","PlayList Global,Viki,Kocowa","Kim Joon Mo","Lee Seul","Ahn Hee Yeon,Hwang Seung Eon,Bae In Hyuk,Lee Jong Won,Kim Joon Kyung,Na Eun Saem"
"https://mydramalist.com//26226-the-eternal-love-2","The Eternal Love 2","8.3","Chinese",2018,30,"Historical,Comedy,Romance,Wuxia","Duration: 36 min.","WeTV,Viki,TencentVideo,YoYo TV","Yang Shi Ye,Zhang Xiao Jing","","Xing Zhao Lin,Liang Jie,Wang Rui Chang,Chen You Wei,Wang Hao Ge,Hu Chun Yong"
"https://mydramalist.com//17-bloody-monday-2","Bloody Monday 2","8.3","Japanese",2010,9,"Action,Thriller,Mystery","Content Rating: 13+ - Teens 13 or older","","Watanabe Yusuke","","Miura Haruma,Narimiya Hiroki,Satoh Takeru,Kichise Michiko,Matsushige Yutaka,Ashina Sei"
"https://mydramalist.com//33249-rookie-historian-goo-hae-ryun","Rookie Historian Goo Hae Ryung","8.3","Korean",2019,40,"Historical,Comedy,Romance,Drama","Duration: 35 min.","Netflix","Kang Il Soo,Han Hyun Hee","Kim Ho Soo","Shin Se Kyung,Cha Eun Woo,Lee Ji Hoon,Park Ki Woong,Lee Ye Rim,Park Ji Hyun"
"https://mydramalist.com//689083-kikazaru-koi-niha-riyuu-ga-atte","Kikazaru Koi ni wa Riyuu ga Atte","8.3","Japanese",2021,10,"Romance,Life,Drama","Duration: 50 min.","Viki","Kaneko Arisa","","Kawaguchi Haruna,Yokohama Ryusei,Natsukawa Yui,Maruyama Ryuhei,Nakamura Anne,Mukai Osamu"
"https://mydramalist.com//15914-memory","Memory","8.3","Korean",2016,16,"Law,Romance,Life,Drama","Duration: 1 hr. 5 min.","Viki,K-DRAMA","Kim Ji Woo","","Lee Sung Min,Kim Jee Soo,Park Jin Hee,Lee Jun Ho,Jeon Noh Min,Yoon So Hee"
"https://mydramalist.com//28854-kao-waan-hai-noo-pen-sai-lub","Kao Waan Hai Noo Pen Sai Lub","8.3","Thai",2019,18,"Action,Comedy,Romance,Crime","Duration: 1 hr. 50 min.","Netflix,ch3+","Kartarhut Bussabpaket","","Kao Supassara Thanachart,Warintorn Panhakarn,Pariit Thimthong,Au Tanakorn Posayanon,Pie Rinrada Kaewbuasai,Yard Yardthip Rajpal"
"https://mydramalist.com//2982-coffee-prince","Coffee Prince","8.3","Korean",2007,17,"Food,Comedy,Romance,Drama","Duration: 60 min.","Netflix,WeTV,Viki,iflix,Apple TV,Kocowa","Jang Hyun Joo,Lee Jung Ah","","Gong Yoo,Yoon Eun Hye,Lee Sun Kyun,Chae Jung An,Kim Chang Wan,Kim Dong Wook"
"https://mydramalist.com//23753-live-up-to-your-name-dr.-heo","Live Up to Your Name","8.3","Korean",2017,16,"Historical,Romance,Medical,Fantasy","Duration: 1 hr. 10 min.","Netflix,K-DRAMA","Kim Eun Hee","Hong Jong Chan","Kim Nam Gil,Kim Ah Joong,Yoo Min Kyu,Moon Ga Young,Yoon Joo Sang,Uhm Hyo Sub"
"https://mydramalist.com//55675-the-ballot","Into the Ring","8.3","Korean",2020,32,"Comedy,Romance,Drama,Political","Duration: 35 min.","Netflix,Kocowa,Viki","Moon Hyun Kyung","Hwang Seung Gi,Choi Yeon Soo","Nana,Park Sung Hoon,Yoo Da In,Han Joon Woo,Ahn Nae Sang,Ahn Kil Kang"
"https://mydramalist.com//30581-the-lost-tomb-3","Reunion: The Sound of the Providence","8.3","Chinese",2020,32,"Adventure,Mystery,Horror,Fantasy","Duration: 45 min.","Viki,YOUKU","Pan An Zi","","Zhu Yi Long,Chen Ming Hao,Huang Jun Jie,Rachel Momo,Hu Jun,Baron Chen"
"https://mydramalist.com//22875-queen-for-seven-days","Queen for Seven Days","8.3","Korean",2017,20,"Historical,Romance,Melodrama,Political","Duration: 60 min.","Netflix,Apple TV,Kocowa,Viki","Choi Jin Young","Lee Jung Sub","Park Min Young,Yeon Woo Jin,Lee Dong Gun,Jang Hyun Sung,Kang Shin Il,Go Bo Gyeol"
"https://mydramalist.com//280-keizoku-2-spec","SPEC: Birth","8.3","Japanese",2010,10,"Mystery,Comedy,Supernatural","Duration: 45 min.","","Imai Natsuki,Tsutsumi Yukihiko,Kaneko Fuminori","","Toda Erika,Kase Ryo,Shiina Kippei ,Sainei Ryuji,Tanaka Tetsushi,Tokui Yuu"
"https://mydramalist.com//145-jin","JIN","8.3","Japanese",2009,11,"Historical,Sci-Fi,Medical","Duration: 54 min.","","Yamamuro Daisuke,Kawashima Ryutaro,Hirakawa Yuichiro","","Osawa Takao,Ayase Haruka,Koide Keisuke,Aso Yumi,Nakatani Miki,Mizusawa Erena"
"https://mydramalist.com//58899-manner-of-death","Manner of Death","8.3","Thai",2020,14,"Thriller,Mystery,Romance","Duration: 45 min.","WeTV,iflix","Title Nirattisai Ratphithak","Ma-Deaw Chookiat Sakveerakul,Aum Natthaphong Aroonnet","Max Nattapol Diloknawarit,Tul Pakorn Thanasrivanitchai,Great Sapol Assawamunkong,Foei Patara Eksangkul,Mint Nutwara Vongvasana,Meiko Chonnikan Netjui"
"https://mydramalist.com//3070-special-affairs-team-ten","Special Affairs Team TEN","8.3","Korean",2011,9,"Action,Mystery,Psychological","Duration: 1 hr. 12 min.","","Lee Jae Gon,Kim Yoon Joo,Nam Sang Wook","","Joo Sang Wook,Choi  Woo Shik,Kim  Sang Ho,Jo An,Yoon  Ji Hye,Choi Bum Ho"
"https://mydramalist.com//53875-day-and-night","Awaken","8.3","Korean",2020,16,"Thriller,Mystery,Crime,Fantasy","Duration: 1 hr. 10 min.","Netflix,WeTV,Viki","Shin Yoo Dam","Jo Soo Won,Lee Soo Hyun","Namkoong Min,Kim Seol Hyun,Lee Chung Ah,Yoon Sun Woo,Yoon Gyung Ho,Kim Tae Woo"
"https://mydramalist.com//686409-a-wonderful-sight","Inspector Koo","8.3","Korean",2021,12,"Action,Thriller,Mystery,Comedy","Duration: 1 hr. 10 min.","Netflix","Sung Cho Yi","Lee Jung Heum","Lee Young Ae,Kim Hye Joon,Kim Hae Sook,Kwak Sun Young,Jo Hyun Chul,Baek Sung Chul"
"https://mydramalist.com//33645-a-little-thing-called-first-love","A Little Thing Called First Love","8.3","Chinese",2019,36,"Comedy,Romance,Drama,Family","Duration: 45 min.","Netflix,WeTV,Prime Video,KUKAN,MGTV","Zhao Qian Qian,Wu Xue Ying,Hu Xiao Yu","","Lai Kuan Lin,Zhao Jin Mai,Wang Run Ze,Chai Wei,Yu Shui Ge,Wang Yi Miao"
"https://mydramalist.com//2785-deep-rooted-tree","Tree With Deep Roots","8.3","Korean",2011,24,"Historical,Mystery,Political","Duration: 1 hr. 9 min.","Netflix,Viki,SBS World,Apple TV,Kocowa","Jang Tae Yoo,Shin Kyung Soo","","Han Seok Kyu,Jang Hyuk,Shin Se Kyung,Jo Jin Woong,Park Hyuk Kwon,Hyun Woo"
"https://mydramalist.com//29391-god-s-quiz-season-5","God's Quiz: Reboot","8.3","Korean",2018,16,"Mystery,Medical","Duration: 1 hr. 5 min.","K-DRAMA","Kim Jong Hyeok","","Ryu Deok Hwan,Yoon Joo Hee,Park  Hyo Joo,Park Joon Myun,Kim Ki Doo,Kim Jae Won"
"https://mydramalist.com//24049-hwayuki","A Korean Odyssey","8.3","Korean",2017,20,"Horror,Comedy,Romance,Fantasy","Duration: 1 hr. 20 min.","Netflix,Apple TV","Park Hong Kyun,Kim Jung Hyun,Kim Byung Soo","Hong Jung Eun,Hong Mi Ran","Lee Seung Gi,Cha Seung Won,Oh Yeon Seo,Lee Hong Ki,Jang Gwang,Lee El"
"https://mydramalist.com//3386-king2hearts","King2Hearts","8.3","Korean",2012,20,"Military,Comedy,Romance,Drama","Duration: 1 hr. 5 min.","Netflix,Viki,Kocowa","Jeong Dae Yun,Lee Jae Gyoo","Hong Jin Ah","Lee Seung Gi,Ha Ji Won,Jo Jung Suk,Yoon Je Moon,Lee Yoon Ji,Choi Kwon"
"https://mydramalist.com//74561-we-best-love-the-runner-up-strikes-back","We Best Love: Fighting Mr. 2nd","8.3","Taiwanese",2021,6,"Romance,Youth,Drama","Duration: 30 min.","WeTV","Lin Pei Yu","","YU,Sam Lin,Richard Lee,Evan Luo,Shih Chih Tian,Ray Chang"
"https://mydramalist.com//8-secret-garden-2010","Secret Garden","8.3","Korean",2010,20,"Comedy,Romance,Melodrama,Supernatural","Duration: 1 hr. 5 min.","Netflix,WeTV,Viki,Prime Video,SBS World,Apple TV,Kocowa","Kim Eun Sook","","Hyun Bin,Ha Ji Won,Yoon Sang Hyun,Kim Sa Rang,Lee Phillip,Yoo Seo Jin"
"https://mydramalist.com//61063-zombie-detective","Zombie Detective","8.3","Korean",2020,24,"Thriller,Mystery,Comedy,Fantasy","Duration: 30 min.","Netflix,Viki","Baek Eun Jin","Shim Jae Hyun","Choi Jin Hyuk,Park Joo Hyun,Tae Hang Ho,Lee Joong Ok,Ahn Se Ha,Hwang Bo Ra"
"https://mydramalist.com//18509-cold-case-shinjitsu-no-tobira","Cold Case: Shinjitsu no Tobira","8.3","Japanese",2016,10,"Thriller,Mystery","Duration: 45 min.","","Zeze Takahisa,Yoshida Yasuhiro,Horai Ryuta","","Yoshida Yoh,Nagayama Kento,Miura Tomokazu ,Takito Kenichi,Mitsuishi Ken,Hirata Kaoru"
"https://mydramalist.com//2984-hana-yori-dango-2","Hana Yori Dango 2","8.2","Japanese",2007,11,"Comedy,Romance,Youth,Drama","Content Rating: 13+ - Teens 13 or older","","Takuma Takayuki","","Inoue Mao,Matsumoto Jun,Oguri Shun,Matsuda Shota,Abe Tsuyoshi,Nishihara Aki"
"https://mydramalist.com//38761-leverage","Leverage","8.2","Korean",2019,16,"Action,Mystery,Comedy,Crime","Duration: 60 min.","","Min Ji Hyung","Nam Ki Hoon","Lee Dong Gun,Jeon Hye Bin,Kim Sae Ron,Kim Kwon,Yeo Hoe Hyun,Choi Ja Hye"
"https://mydramalist.com//61969-qiao-jia-de-er-nu","The Bond","8.2","Chinese",2021,36,"Life,Drama,Family","Duration: 45 min.","Viki,CN Drama <U+611F><U+8C22><U+8BA2><U+9605><U+4E2D><U+5267><U+72EC><U+64AD>","Mo Xi","Zhang Kai Zhou","Bai Yu,Zhang Wan Yi,Rachel Momo,Song Zu Er,Zhou Yi Ran,Liu Jun"
"https://mydramalist.com//692227-it-s-okay-that-s-friendship","It's Okay, That's Friendship","8.2","Korean",2021,1,"Friendship,Comedy","Content Rating: G - All Ages","","Identical Twins,Multiple Mains,Transfer Student,Fanservice,Web Series,Student,Idol,Bromance,School","Friendship,Comedy","Choi Hyun Suk,Park Ji Hoon,Kim Jun Kyu,Yoshi,Mashiho,Yoon Jae Hyuk"
"https://mydramalist.com//9848-what-happens-to-my-family","What Happens to My Family?","8.2","Korean",2014,53,"Comedy,Romance,Drama,Family","Duration: 1 hr. 5 min.","Netflix,KBS World","Kang Eun Kyung","","Yoo Dong Geun,Kim Hyun Joo,Yoon Park,Park Hyung Sik,Kim Sang Kyung,Nam Ji Hyun"
"https://mydramalist.com//2983-hana-yori-dango-2005","Hana Yori Dango","8.2","Japanese",2005,9,"Comedy,Romance,Youth,Drama","Content Rating: G - All Ages","Viki","Takuma Takayuki,Fujimoto Yuki,Takahashi Natsuko,Arai Shuuko","","Inoue Mao,Matsumoto Jun,Oguri Shun,Abe Tsuyoshi,Matsuda Shota,Sada Mayumi"
"https://mydramalist.com//13386-who-are-you-school-2015","Who Are You: School 2015","8.2","Korean",2015,16,"Mystery,Romance,Youth,Drama","Duration: 60 min.","Netflix,Viki,KBS World,Apple TV,Kocowa","Baek Sang Hoon,Kim Seong Yoon","","Kim So Hyun,Nam Joo Hyuk,Yook Sung Jae,Lee Pil Mo,Jo Soo Hyang,Kim Hee Jung"
